txt file,lines,sentence,leave out,meaning,construction,subject,causer type,theme type,theme phrase,notes
wlp_spok_1995.txt,435147-435173,"And when one would break down, the other ones would come together and lift them up, and then the next one would break down.",,break_down_succumb,unaccusative,promoted,,human,one,
wlp_acad_2008.txt,74106-74144,"Further, although there was less ambiguity regarding the perceived dangerousness of some behaviors (e.g., suicidal ideation), all behaviors showed some variance or disagreement among respondents with regard to their willingness to break confidentiality.",,violate,causative,underlying,human,property,confidentiality,not desirable to break it
wlp_fic_2002.txt,2538617-2538633,"Is Esa who had to break through the circle and lead Naomi away slow, slow.",,break_through_pass_through,unergative,underlying,,,,
wlp_spok_1995.txt,813565-813620,"And, Mr. Card, you 20-odd years that we've been trying to break down these trade barriers with Japan, that nothing really has worked, that-- that these sanctions are necessary to-- to finally open the door to our goods.",,break_down_destroy,causative,underlying,human,abstract,these trade barriers with Japan,
wlp_fic_1997.txt,1471469-1471509,"From that time on I had to make up her letters, I had to write her letters, I had to imagine her, because that was the only way to break the siege and stay connected with her.",,end,causative,underlying,human,state,the siege,desirable that it is broken
wlp_mag_1993.txt,322166-322229,"""We're going to have American elms back on the streets, albeit probably not in the numbers that there were before,"" says Santamour of the National Arboretum bit, and make sure they do n't all break at the same time,"" as has happened in years past.",,separate_into_parts,unaccusative,promoted,,,elms,bloom
wlp_news_2004.txt,4674925-4674954,ACUTE 0.3-0.4 Toxic level of alcohol because the liver is unable to break down alcohol fast enough Person loses consciousness or goes into deep coma.,,break_down_separate_into_parts,causative,underlying,,natural,alcohol,"inanimate, natural; molecule"
wlp_spok_1999.txt,5187337-5187366,"And those materials break down to give a material which has got a flavor that is-- I've never tasted a skunk, so I do n't know.",,break_down_separate_into_parts,unaccusative,promoted,,natural,those materials,
wlp_fic_2000.txt,3821636-3821655,"His car might break down in the driveway, immovable, stuck there till Mom and Dad showed up.",,break_down_render_inoperable,unaccusative,promoted,,machine,his car,stop working
wlp_news_2010.txt,335175-335195,"Bring to a simmer over medium-low heat, and simmer about 2-3 minutes, whisking to break up the vanilla.",,break_up_separate_into_parts,causative,underlying,,natural,the vanilla,"inanimate, natural"
wlp_news_2008.txt,3939356-3939370,"After another, they break into laughter when Morgan messes up his closing line.",,break_into_start,unergative,underlying,,,,
wlp_spok_2012.txt,640491-640508,And I asked her right before we went to break if you'd run for office again.,Yes:noun,,,,,,,
wlp_news_1992.txt,1086665-1086677,"""But I promised myself I would not let it break me.",,succumb,causative,underlying,event,human,me,"break emotionally/in spirit; ""it"" stands for ""what happened to me in prison"""
wlp_mag_2011.txt,4372278-4372287,They break down the shark's soft body parts.,,break_down_separate_into_parts,causative,underlying,,body part,the shark's soft body parts,"inanimate, natural"
wlp_fic_2000.txt,2400725-2400737,"""Now they'll have to break a window to get in.",,separate_into_parts,causative,underlying,human,artificial,a window,"inanimate, artificial, telic, atomic"
wlp_mag_1996.txt,958400-958418,"If you put downhillers in one room, after a while a couple of fights would break out.",,break_out_start,unaccusative,promoted,,dynamic,a couple of fights,
wlp_news_1998.txt,325254-325310,"""If this information ended up in some central repository, some giant clearinghouse, what protection do we have that some vandal would not break in?"" The identifier was ordered by Congress in their health insurance with them when they switch jobs.",,break_in_enter,unergative,underlying,,,,
wlp_acad_1997.txt,4642050-4642086,"Who, then, can deny it's a heavy load or, for God's sake, blame those who bend and then break down? I do n't mind that old-fashioned word at all.",,break_down_succumb,unaccusative,promoted,,human,those,
wlp_spok_2010.txt,2113429-2113458,911 Operator 1:@(911-call) Where is he at right now?@!Ms-GRIMES:@(911-call) He's got a sledgehammer and he's trying to break this boulder down.,,break_down_destroy,causative,underlying,,inanimate,this boulder,
wlp_fic_1996.txt,1446349-1446360,Both men watched the gray sky break up into patchy blue.,,break_up_separate_into_parts,unaccusative,promoted,,inanimate,the gray sky,"inanimate, natural"
wlp_fic_1995.txt,443105-443140,"Once in a while a yellowish spot with vivid reddish edges, resembling an enormous brass coin, would break through the clouds, then slowly slide into obscurity, as if in an eclipse.",,break_through_pass_through,unergative,underlying,,,,
wlp_spok_2003.txt,4076301-4076321,President Bush by the numbers: a yearend look at the economic stats that could make or break is reelection.,,cause_to_fail,causative,underlying,abstract,dynamic,is reelection,his reelection
wlp_news_2007.txt,2679777-2679803,"She says when a student arrives on campus as a freshman, he or she may fall into bad culinary habits that become difficult to break.",,end,causative,underlying,human,abstract,bad culinary habits,tough-construction
wlp_spok_2009.txt,4481130-4481149,@!ERICA-HILL: And all of a sudden you did nt break your ankle or anything--@!CHRIS-WRAGGE: Yeah.,,separate_into_parts,causative,underlying,human,body part,your ankle or anything,body part
wlp_fic_2005.txt,3551729-3551762,"I saw you lift boulders bigger'n yourself when we were young, you could break spears an' bend swords with your bare paws..."" Stonepaw gazed at the paws in question.",,separate_into_parts,causative,underlying,human,artificial,spears,"inanimate, artificial"
wlp_news_2008.txt,903019-903054,"//"" We are one community of many cultures and faiths, and we want to break down the barriers that divide us,"" said Mohammed Abdelilah, a manager at Dar al Hijrah.",,break_down_destroy,causative,underlying,,abstract,the barriers that divide us,
wlp_news_2006.txt,1533181-1533230,"To break even, this year's industrywide average domestic fare-- including business and leisure fares-- needs to it was in the third quarter of last year, when that average domestic fare was about $148.",,break_even_profit=loss,unergative,underlying,,,,
wlp_spok_1993.txt,4037010-4037044,"But being able to hump a 50-pound pack with a Ranger unit or being able to break track on a@!CHRISTIE OK, sir.",Yes:incomplete,,,,,,,
wlp_spok_1992.txt,2783046-2783085,"We begin tonight with four make it or break it days on the presidential calendar, the last weekend before the first primary when the voters in New Hampshire finally make up their minds and very often change them.",Yes:adj,,,,,,,
wlp_mag_2012.txt,1425252-1425289,"""You can break up the sessions with rest periods,"" says Scott Berlinger, a certified triathlon coach for Full Throttle Endurance Racing at Chelsea Piers in New York City, who created this plan.",,break_up_separate_into_parts,causative,underlying,human,abstract,the sessions,
wlp_fic_1997.txt,3971011-3971033,"How was school? (she does n't break the kiss with Brad) oh really? That's good, great.",,end,causative,underlying,human,dynamic,the kiss with Brad,
wlp_spok_1990.txt,4121279-4121330,"If they go by the law- Judge REINHARDT: Mr. Koppel- Mr. ADAMS:-and I'm not saying the states do wrong, I'm just saying it is an argument that they have@!KOPPEL Judge Reinhardt? Judge REINHARDT: Yes, if I could just break in here.",,break_in_interrupt,unergative,underlying,,,,
wlp_fic_1992.txt,2748865-2748901,"She did n't see the two men break the cover of the bushes and come to stand at the water's edge until she'd reached the rock and turned, wiping water from her face.",,separate_into_parts,causative,underlying,human,natural,the cover of the bushes,"inanimate, natural"
wlp_news_2004.txt,2711721-2711762,"BREAKING NEWS Some of the top stories to watch in the upcoming season:* Winning streak: By winning its first two games, three-time defending state champion Buford would break the GHSA record for consecutive victories.",,surpass,causative,underlying,,,,
wlp_fic_2011.txt,4146534-4146590,"Was he seeking in some way to gain a meat ascendancy over her? Did he lust hiddenly after the men who caressed her? Was he afraid of their union and trying to break a flummery of unreality, of empty startling notions from literature.",,end,causative,underlying,human,state,"a flummery of unreality, of empty startling notions from literature",
wlp_fic_2000.txt,2399299-2399304,I will break the Wall.,,separate_into_parts,causative,underlying,human,artificial,the Wall,
wlp_mag_2002.txt,2184137-2184197,"The point is to stop making him least 30 days is key, says Banks, because"" often when women break up with a man, they have no life to go to and no way to make themselves happy, so they end up right back with him.",,break_up_end_relationship,unergative,underlying,,human,,
wlp_spok_1999.txt,762789-762878,"ELIZABETH VARGAS: Were you feeling pressure being in charge of a group this large and with anxiety that high VARGAS: 1:01 p.m.-- although the house had already been searched by patrolmen before she arrived, Arndt says that in order to break the building tension, she asked John Ramsey and his friend, Fleet White (ph), to search the house again, top to bottom, looking for anything out of place.",,end,causative,underlying,human,state,the building tension,desirable that it is broken
wlp_fic_2002.txt,2803805-2803811,Their strategy is to break me.,,succumb,causative,underlying,human,human,me,break emotionally/in spirit
wlp_news_1998.txt,645818-645861,"President Lyndon Johnson was so concerned that Hubert Humphrey would break with him over the Vietnam War in an attempt to win the 1968 election that he had the FBI bug his own vice president, a new biography of Johnson indicates.",,break_with_end_relationship,unergative,underlying,,,,
wlp_fic_1995.txt,351124-351138,I would rather have let myself die than break the habits of my consciousness.,,end,causative,underlying,human,abstract,the habits of my consciousness,
wlp_spok_1999.txt,538474-538479,It can break my heart.,,experience_sorrow,causative,underlying,unknown,abstract,my heart,body part in metaphorical sense
wlp_mag_2008.txt,846957-846989,"Few observers believed that Obama genuinely intended to break new policy before, and seemed ill-prepared to defend it on the spot.",Yes:incomplete,,,,,,,
wlp_fic_2005.txt,1602908-1602916,"She must not, must not break down.",,break_down_succumb,unaccusative,promoted,,human,she,
wlp_spok_2007.txt,1522379-1522392,"And...@!CHIDEYA: Yeah Well, I hate to break into this.",,break_into_intrude,unergative,underlying,,,,
wlp_spok_1998.txt,361978-362001,What do you mean by that? What does that mean? Is that some kind of-- help us break the code.,,decipher,causative,underlying,human,information object,the code,
wlp_mag_2001.txt,3833682-3833715,"""It contains chlorophyll, which seems to help break down bacteria in the mouth,"" says Mindy Green, director of education at the Herb Research Foundation in Boulder, Colo.",,break_down_separate_into_parts,causative,underlying,natural,animate,bacteria,"causer: inanimate, natural, homogenous"
wlp_mag_2004.txt,831244-831268,"The light spray cools our faces as we walk by, reminding us that autumn is just beginning to break summer's tiring hold.",,end,causative,underlying,dynamic,state,break summer's tiring hold,the start of autumn
wlp_spok_2005.txt,4137281-4137298,"As we go to break, Tab and Natalie Wood in"" The Girl he Left Behind.",Yes:noun,,,,,,,
wlp_news_2005.txt,3883063-3883082,Wear the boots you are planning on taking to break them in and make sure they are properly fitted.,,break_in_mould_shoes,causative,underlying,human,artificial,them,"""Them"" stands for ""the boots you are planning on taking""."
wlp_fic_2006.txt,4808292-4808297,She struggles to break free.,,break_free_escape,unergative,underlying,,,,
wlp_spok_1996.txt,1306645-1306699,"It did n't come through the Senate in 1994 when 1995, but when you guys come- meet in Washington and say' We are going to break the law and put out $35 million,' suddenly, they put up the proposal.",,violate,causative,underlying,human,rule object,the law,
wlp_news_2008.txt,3003926-3003957,"// The body art originally was done in San Francisco, the day the Nationals faced the Giants and Barry Bonds hit his 756th homer to break Hank Aaron's record.",,surpass,causative,underlying,human,abstract,Hank Aaron's record,break a mark/record
wlp_mag_2005.txt,836841-836866,"An 8-ounce package of manicotti shells has 14 shells, a couple may break, so we count on using 12 shells in this recipe.",,separate_into_parts,unaccusative,promoted,NA,artificial,a couple,a couple of manicotti shells
wlp_mag_1994.txt,1128353-1128384,"Most of this information exchange takes place through what are known as newsgroups, which essentially just break all this international online babble up into different topics and areas of interest.",,break_up_separate_into_parts,causative,underlying,,abstract,all this international online babble,
wlp_news_2008.txt,2686413-2686439,The reason Halas Hall is so loyal has nothing to do with common sense or a realistic hope that Benson will break through as a star.,,break_through_succeed,unergative,underlying,,,,
wlp_mag_2007.txt,1040222-1040250,"On both systems, the pods are bolted on and designed to break free in a catastrophic grounding without compromising the hull's integrity or causing engine damage.",,,unaccusative,promoted,,,,
wlp_mag_2011.txt,4131389-4131404,Sidebar Hidden Draw A thick tree trunk helps break up this hunter's form.,,break_up_separate_into_parts,causative,underlying,,unknown,this hunter's form,
wlp_fic_2007.txt,2289145-2289161,The wagon wheels break through the thin crust of salt and sink several inches into slush.,,break_through_pass_through,unergative,underlying,,,,
wlp_mag_1993.txt,31640-31662,"""I ran through him right up here,"" Bednarik says slapping himself on the chest hard enough to break something.",,separate_into_parts,causative,underlying,human,body part,something,body part (possibly)
wlp_fic_1995.txt,3442454-3442511,"He also agreed that Lydia should n't be asked to wash them and knew what Lydia suspected, that Lyle had said two or three times, while sheets got black enough she would break down and do them-- it was a test of their relationship.",,break_down_succumb,unaccusative,promoted,,human,she,
wlp_mag_2007.txt,4092629-4092648,(Just be careful to remove food before lifting the liner-- it may break if you do n't.,,separate_into_parts,unaccusative,promoted,NA,artificial,the liner,
wlp_acad_2001.txt,1564144-1564230,"It's obvious, if he's a good-player and he's scoring lots of tries and if you can stop him from scoring tries then your team might have a better chance of winning, I think most people in the game break the rules anyway now and again, if you tackle strong legally and something goes wrong then... it's still alright because I do n't think you're gon na hurt a guy real bad by a real hard tackle anyway.",,violate,causative,underlying,human,rule object,the rules,
wlp_spok_2011.txt,1506057-1506084,"(BEGIN-VIDEO-CLIP)!UNIDENTIFIED-MALE: When people say once you're gay, you're always gay, you ca n't break free from that, that's not true.",,break_free_escape,unergative,underlying,,,,
wlp_fic_2002.txt,3072664-3072677,"Hard evidence that sticks out like rock, evidence that can break bones.",,separate_into_parts,causative,underlying,abstract,body part,bones,metaphorical
wlp_mag_2002.txt,4850382-4850428,"""People have so many problems overcoming the disputes that occur when families break up, and then to have to overcome the barriers that government puts up when they hold on to the money, literally sends children to bed hungry,"" says Jensen.",,break_up_end_relationship,unaccusative,promoted,,human,families,
wlp_news_2000.txt,4757858-4757930,"That would break the single-season franchise record of 501 set in 1998 The Broncos deactivated Griese, running back Terrell Davis, cornerback Ray Crockett, guard Richard Mercier, wide receivers Scottie Montgomery and Chafie Fields, defensive tackle Jerry Johnson and defensive end Lester Archambeau With the victory, the Broncos have won at least 10 games in a season 14 times, all coming in the past 24 seasons.",,surpass,causative,underlying,dynamic,abstract,the single-season franchise record of 501 set in 1998,event as causer
wlp_mag_2006.txt,2410328-2410336,Engineers complain that assembly lines often break down.,,break_down_render_inoperable,unaccusative,promoted,,abstract,assembly lines,
wlp_news_1991.txt,1701033-1701051,"Mickelson, a 20-year-old Arizona State student, is the first left-hander to break 70 in the Masters.",,unclassified,causative,underlying,human,abstract,70,golf
wlp_fic_2000.txt,3085439-3085469,But it just did n't seem right to break the news to him over the telephone and in the middle of a trial that's so important to his firm.,,reveal,causative,underlying,human,abstract,the news,
wlp_news_2005.txt,2787219-2787278,"You can break it off, give the ring back and free yourself.Source: Judith Sherven and James Sniechowski, co-authors of"" The Smart Couple's Guide to the Wedding of Your Dreams,"" or just go to www.smart weddingcouples.com##3045682 Piled on a table are plastic bags of drugs, medication worth an estimated $3,000.",,break_off_end,causative,underlying,,abstract,it,relationship
wlp_spok_2011.txt,2141964-2142036,"""!MR-GREGORY: All right, so what you're saying is that after talks break down, what congressional leaders were engaged in was no more than a gimmick?@!MR-DALEY: No.@!MR-GREGORY: So a short-term deal is no more than that?@!MR-DALEY: No, a short-term deal that does n't begin to-- in a serious way begin to deal with the deficit will not be respected by rating agencies.",,break_down_fail,unaccusative,promoted,,dynamic,talks,
wlp_news_1995.txt,3792186-3792211,If Reveiz kicks two have 30 in a row to break Carney's league record.,,surpass,causative,underlying,unknown,abstract,Carney's league record,brea
wlp_spok_1990.txt,892332-892399,"Now, do you feel that to break that hold there has to be either direct or indirect talks between the United States and the Iranians and the Syrians in order to move this along? I mean, you lived through the whole Carter Administration and the hostage problem there and for a whole year, there was background negotiations going on with the Iranian government.",,end,causative,underlying,human,state,that hold,
wlp_mag_1993.txt,446540-446576,"A fight would inevitably break out over who'd get to use the last remaining plastic corn-holders, and someone always ended up getting stabbed in the struggle (usually the younger and weaker siblings).",,break_out_start,unaccusative,promoted,,dynamic,a fight,
wlp_spok_2003.txt,2088305-2088350,"And the Acehnese feel that they've seen very little of this profit, that most of it's been diverted back to the capital, Jakarta, and they feel they've received an unfair shake from Indonesia and they want to break free.",,break_free_escape,unergative,underlying,,,,
wlp_news_1992.txt,2551379-2551453,"""The frustrating thing is that we're expected to limit our horizons, to be pigeonholed, so to speak, and not break out and accept responsibility and leadership beyond the traditional civil rights movement,"" said Brown, who worked for Jordan in the 1970s as the director of the Urban successful and praiseworthy are somehow called into question.",,break_out_escape,unaccusative,promoted,,human,,
wlp_mag_2009.txt,2443036-2443086,"Consumers often are told that if they break an item, they must buy if, but a study from Ohio State University, Columbus, suggests that if they merely touch an item for more than a few seconds, they probably will end up buying it anyway.",,separate_into_parts,causative,underlying,human,artificial,an item,"inanimate, artificial"
wlp_mag_2010.txt,3549859-3549906,"Is that the kind of training in conceptual thinking you got at Yale? Laughs' I do tend to break things down into a set of problems, but I think any artist does that- they create problems that they then set out to solve.",,break_down_separate_into_parts,causative,underlying,,abstract,things,
wlp_spok_2008.txt,1452565-1452600,"But why is he for preserving the tax break for keeping profits overseas?@!CARLY-FIORINA-@1-M# Well, describe to me the tax break that Obama thinks is being maintained for companies who leave profits overseas.",Yes:noun,,,,,,,
wlp_spok_2011.txt,2251098-2251128,"!MITCH-BUTLER: You know how it seems like a good rain shower can break the heat on a hot summer day? Well, it's actually the other way around.",,end,causative,underlying,dynamic,state,the heat,
wlp_news_2002.txt,2915496-2915507,The Ministry of Health suggested that they break off their trip.,,break_off_end,causative,underlying,,dynamic,their trip,
wlp_news_2007.txt,154827-154852,"In"" The Mr. Sharon Stone Show,"" Larry and Stone date but break up Hollywood-style: They make their assistants call each other.",,break_up_end_relationship,unergative,underlying,,human,,
wlp_spok_1998.txt,293769-293801,"He has an animal tension, a suggestion of violence, even of danger, of a temper that might break through, and then he has that unexpected and disarming grin.",,break_through_pass_through,unergative,underlying,,,,
wlp_fic_2006.txt,4866730-4866745,But there is NOTHING to break his fall- He SMASHES painfully to the ground.,,lessen,causative,underlying,unknown,dynamic,his fall,break one's fall
wlp_spok_2008.txt,819520-819585,!MR-BROKAW: Are you going to break the old rules? The old rules have been you pick a vice presidential candidate because you need electoral strength in some region and you need somebody who is stronger in some policy area the most important thing from my perspective is somebody who can help me govern.,,violate,causative,underlying,human,rule object,the old rules,
wlp_fic_1996.txt,64094-64120,"""What does he mean, make us or break us?"""" He's just an obnoxious drunk,"" said my father.",,cause_to_fail,causative,underlying,human,human,us,
wlp_mag_1996.txt,239279-239291,The doctor said it was a capsule and tried to break it.,,separate_into_parts,causative,underlying,human,natural,it,"""It"" stands for ""a capsule""."
wlp_spok_2003.txt,1290693-1290699,They ca n't break their fingers.,,separate_into_parts,causative,underlying,human,body part,their fingers,body part
wlp_news_1994.txt,3673929-3673981,"And this, like the Knicks fans cheers, could be considered an attempt to take an opponent off his game, except that at any time in a game they can still break into a spontaneous rendition of"""" Potvin (enjoys lollipops), Potvin (enjoys lollipops).",,break_into_start,unergative,underlying,,,,
wlp_mag_1996.txt,4793769-4793803,"Programs that break the cycle of welfare, such as Head Start, Center for the New West, Denver Rev up economic growth.",,end,causative,underlying,abstract,dynamic,the cycle of welfare,
wlp_spok_1997.txt,3388000-3388005,We're going to break.,Yes:noun,,,,,,,
wlp_spok_2001.txt,2965592-2965604,It's one example of how the standard model might break down.,,break_down_render_inoperable,unaccusative,promoted,,abstract,the standard model,stop working?
wlp_mag_2009.txt,1786810-1786830,That's not the kind of price break likely to compel many people to make such a big upfront investment.,Yes:noun,,,,,,,
wlp_spok_1992.txt,1964568-1964615,"What we've got to do is keep working- as the Labor Department is doing a first- class job on- to break down discrimination, to break down the glass ceiling, and I am not apologetic at all about our record with women.",,break_down_destroy,causative,underlying,,abstract,discrimination,
wlp_spok_1992.txt,2230797-2230813,"A whole range of services is offered, all designed to break the cycle of violence.",,end,causative,underlying,abstract,dynamic,the cycle of violence,desirable that it is broken
wlp_spok_2007.txt,4667641-4667666,"And you can be sure Greta is going to break more news on the Peterson case, so do not miss a moment-- Heather.",,reveal,causative,underlying,human,abstract,more news on the Peterson case,
wlp_news_1997.txt,1574109-1574117,Barnes will break school's single-season scoring record.,,surpass,causative,underlying,human,abstract,school's single-season scoring record,break a mark/record
wlp_mag_1997.txt,96057-96109,//##2000815 Just because you live thousands of miles from the Rocky Mountains does n't mean you have to break the bank to go on an elk hunt// SOME HUNTERS THINK YOU ca n't hunt elk until you're eligible for a spot on Lifestyles of the Rich and Famous.,,cost_too_much,causative,underlying,human,abstract,the bank,break the bank
wlp_news_2004.txt,3025739-3025790,"""The sheen on the gown creates a nice richness, and we love a sleeve with a little movement Angeles-based designer Monique Lhuillier's pink satin gown with a Japanese obi belt is one way to break the color barrier.",,destroy,causative,underlying,artificial,abstract,the color barrier,stative?
wlp_news_1990.txt,3397048-3397063,"The deed should be revised each year, in case things break up en route.",,break_up_end,unaccusative,promoted,,abstract,things,
wlp_news_2007.txt,3549241-3549256,"We'll break it down between"" most impressive"" and"" most disappointing.",,break_down_separate_into_parts,causative,underlying,,abstract,it,
wlp_news_1993.txt,1813184-1813234,"MOUNTAIN Colorado: Colorado Springs Doherty senior Adam Goucher became the state's first high school runner to break 15 minutes for a 5-kilometer (3.1-mile) cross-country race with a 14: 44.46 in the Pueblo Central Invitational, topping his year-old state record of 15: 03.",,surpass,causative,underlying,,,,maybe related to breaking record
wlp_spok_1999.txt,4707096-4707147,"This is enough to break Medicare all by itself, so we're in way to slow the progression of the disease, or to figure out a way to stop people from developing the disease before it really gets started.",,go_bankrupt,causative,underlying,dynamic,organization,Medicare,
wlp_fic_2005.txt,161201-161235,"If no one had ever called a wine ""crisp"" before, Hedon Glass would have started the term; if it had been any drier you'd have to break off pieces.",,break_off_detach,causative,underlying,,inanimate,,
wlp_mag_1998.txt,298407-298416,Jigsaw blades break and need to be changed often.,,separate_into_parts,unaccusative,promoted,NA,artificial,Jigsaw blades,
wlp_fic_2011.txt,1990738-1990789,"""But the whole time they were talking, David kept one eye out for the lady in black; and when he could finally break away, he found Dr. Armbruster again and asked if she knew where she might have gone, or who it might have been.",,break_away_detach,unergative,underlying,,human,he,
wlp_news_2003.txt,27928-27953,"Though Duval is not always in pain, compensating for his back has led to habits in his swing that have been hard to break.",,end,causative,underlying,human,abstract,habits in his swing,difficult to break them
wlp_spok_2001.txt,2232767-2232775,The sun's just trying to break through.,,break_through_pass_through,unergative,underlying,,,the sun,
wlp_news_2000.txt,84026-84106,"""If I fall and break my hip, my daughter does n't have to come from California and say,' What on earth am I going to do with my mother?'"" http://www.nytimes.com##3001556 Just as the use of DNA in criminal investigations is on the verge of becoming routine, rape survivors and law enforcement experts are finding that in the realm of sex crimes, science has outpaced the law.",,separate_into_parts,causative,underlying,human,body part,my hip,"accidentally break hip, causer not agentive"
wlp_news_2009.txt,1066949-1066989,"Although he called for lawmakers to break out of their"" ideological rigidity,"" he was unapologetic as he pushed a package with a cost of more than $800 billion that has so far drawn only nominal Republican support.",,break_out_escape,unergative,underlying,,human,lawmakers,
wlp_mag_2005.txt,1114516-1114553,"Sidebar ON THE DUKE From left: Hayduke Trail co-creators Joe Mitchell (foreground) and Coronella, trekking poles in sync; when distance hiking, you learn to make and break camp in a flash.",,dismantle_camp,causative,underlying,human,abstract,camp,break camp
wlp_spok_1990.txt,2788547-2788571,Another one said that this was an effort by the left to break a President whom they can not defeat at the ballot box.,,succumb,causative,underlying,human,human,the President,
wlp_mag_2007.txt,184383-184437,"SOURCE: JOANN MAGDOFF, PHD, A PSYCHOTHERAPIST IN PRIVATE PRACTICE IN NEW YORK//##2040352 Headnote GUYS UNCENSORED With some prodding, we got men to spill the secret strategies (and, yes, lies) they use to pick up, bed down, and break up with chicks.",,break_up_end_relationship,unergative,underlying,,,,
wlp_mag_1995.txt,2812042-2812056,These break down vitamin C in a short time and turn sugar into starch.,,break_down_separate_into_parts,causative,underlying,,natural,vitamin C,molecule
wlp_acad_1997.txt,1741443-1741509,"However, since the discovery of informality, classical liberalism has begun to break those ties in Latin America, and it has become evident that it offers a different Peru and the rest of Latin America, and it spread to the United States, Europe, Asia, and Africa with great success.",,end,causative,underlying,abstract,abstract,those ties in Latin America,
wlp_news_2002.txt,2929886-2929893,"""I want to break those chains.",,separate_into_parts,causative,underlying,human,abstract,those chains,end/separate
wlp_spok_2003.txt,905233-905357,"!CURRY: So you're saying only extend as far as you feel comfortable at extending?!Ms-ORMAN: I347Or...!CURRY: Is that what you're saying?!Ms-ORMAN:... at the time-- listen, as I sit here in front of you, the market, the Nasdaq is to go back up to its high where it was in March of 2000 is a 275 percent gain from here? Even if the market went up 9 percent a year, it's go...@!CURRY: So what should people do?@!Ms-ORMAN:... it's going to take us 15 years just to break even.",,break_even_profit=loss,unergative,underlying,,,,
wlp_spok_2008.txt,14936-14983,"@(End-of-clip)@!KOTB: Just quick response before we have to go to break, but what do you think? Is this going to help her to talk about this all over again?@!Ms-SYLER: I think all of these things make her look more human.",Yes:noun,,,,,,,
wlp_fic_1992.txt,4006953-4007006,"With a coy smile she runs her finger in a circle around SHAW's hairy chest-- and then, abruptly, knots one stocking tightly about his wrist and ties it off on the bedpost. SHAW Hey, what are you doing--? He tries to break her grip.",,separate_into_parts,causative,underlying,human,abstract,her grip,
wlp_acad_1996.txt,1991931-1991946,"(Good enough, that is, to break through to the end of history.",,break_through_pass_through,unergative,underlying,,,,
wlp_fic_2010.txt,1502056-1502083,"The light changed outside, the sky grew darker, and in the small dim room the body on the table seemed to break beneath her touch.",,separate_into_parts,unaccusative,promoted,NA,body part,the body on the table,
wlp_mag_1995.txt,834963-834977,"Whenever you break yourself down that far, you break your inhibitions down also.",,break_down_destroy,causative,underlying,,abstract,your inhibitions,
wlp_spok_2004.txt,5152973-5152999,"I'm Maria Hinojosa, ON THE STORY of how New Yorkers look back at 9/11 and the struggle to break free of grief and fear.",,break_free_escape,unergative,underlying,,,,
wlp_news_1996.txt,3926033-3926058,"We go back home to Arkansas, sit around under the shade trees, break out the brewskis and then just sit around and barbecue.",,break_out_prepare_for_consumption,causative,underlying,,artificial,the brewskis,
wlp_spok_1993.txt,3779536-3779599,"But if you see Robin Hood: Men in Tights, you'll see that I do n't give a damn and I break the barriers once again@!KING Because, well, you can get away with it, Rickles can get away with it- Mr. BROOKS: Yes@!KING-because you're veteran stars the public has a special place for.",,destroy,causative,underlying,human,abstract,the barriers,
wlp_news_2003.txt,1694636-1694643,You ai n't going to break us.,,succumb,causative,underlying,human,human,us,
wlp_mag_2002.txt,4732821-4732842,"Most American Muslims have no choice but to break the prohibition on usury to buy homes and automobiles, for example.",,violate,causative,underlying,human,rule object,the prohibition on usury,can't alternate
wlp_mag_1995.txt,3764355-3764375,But the nearness of all that concrete and steel makes it easy for a big bass to break your line.,,unclassified,causative,underlying,physical object,abstract,your line,
wlp_fic_1999.txt,4748749-4748771,In her mind's eye she could see the thick loglike saplings break loose and tumble to the bottom of the ladder.,,break_loose_detach,unaccusative,promoted,,,,
wlp_fic_1997.txt,1659093-1659108,as life pushed outward like someone struggling to break through from beneath an ice-covered pond.,,break_through_pass_through,unergative,underlying,,,,
wlp_mag_1999.txt,3218344-3218373,"Q: Why do you think so many people wanted Mantle to break the record? A: Mantle played in New York City, played with the Yankees.",,surpass,causative,underlying,human,abstract,the record,break a mark/record
wlp_mag_1994.txt,3357752-3357771,He and Kaldor began to realize that heat alone could not break some of the bonds between these atoms.,,separate_into_parts,causative,underlying,dynamic,abstract,some of the bonds between these atoms,"relation, bond"
wlp_mag_2012.txt,1635673-1635693,"Simmer, stirring gently every now and then, until berries begin to break down, S to 10 minutes.",,break_down_separate_into_parts,unaccusative,promoted,,natural,berries,
wlp_news_1992.txt,2210442-2210512,"""While there's no quick way to break that cycle and prevent chain-reaction violence, Evans said, the best bet seems to be to counsel patients, find out how they were injured, what started the fight, how they responded-- and use"" whatever logic and example you can"" to help them cope with their hurt and find nonviolent ways to resolve conflict.",,end,causative,underlying,human,abstract,that cycle,
wlp_spok_2012.txt,1084823-1084851,I could imagine a dialogue would break out that says who's the right person and whether it's one of the four of us or somebody else.,,break_out_start,unaccusative,promoted,,dynamic,dialogue,
wlp_spok_1993.txt,2492632-2492717,"What are you going to do to help America as a nation accept them? Pres. CLINTON: Well, I think what's important about that issue to me is not that Americans agree with the lifestyle, but that they accept the fact that there are citizens in the United States who are homosexual who work hard, who do n't break laws, who pay their taxes, do n't bother other people, and ought to have a chance to serve.",,violate,causative,underlying,human,rule object,laws,
wlp_spok_2008.txt,552621-552646,"@(Soundbite-of-laugh)@!PESCA: So, this is NPR, and I always break this rule, but we're going to relax a little bit.",,violate,causative,underlying,human,rule object,this rule,
